,lemma,total,1SG,1SG,1PL,1PL,2SG,2SG,2PL,2PL,3SG,3SG,3PL,3PL,other,other
2617,supprimo1,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0
2627,suspicor,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
2633,tabesco1,2,0,0,0,0,0,0,0,0,1,0.5,0,0,1,0.5
2639,taxo,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0
2642,tempero,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0
2643,tempero1,2,0,0,0,0,0,0,0,0,1,0.5,1,0.5,0,0
2666,tolero1,2,0,0,0,0,0,0,0,0,1,0.5,0,0,1,0.5
2686,traicio1,2,0,0,0,0,0,0,0,0,1,0.5,0,0,1,0.5
2708,triumpho1,2,0,0,0,0,0,0,0,0,1,0.5,1,0.5,0,0
2710,trucido1,2,0,0,0,0,0,0,1,0.5,0,0,0,0,1,0.5
2721,tutor2,2,0,0,0,0,1,0.5,0,0,0,0,0,0,1,0.5
2728,urgeo1,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0
2733,vacillo1,2,0,0,0,0,0,0,0,0,1,0.5,1,0.5,0,0
2744,vasto,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
2748,velo1,2,0,0,0,0,0,0,1,0.5,0,0,1,0.5,0,0
2753,veneror,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
2756,venor,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
2766,verso,2,0,0,0,0,0,0,0,0,0,0,1,0.5,1,0.5
2771,vescor,2,0,0,0,0,0,0,0,0,1,0.5,0,0,1,0.5
2775,veto,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0
2777,vetuo1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
2783,vigeo1,2,0,0,0,0,0,0,0,0,1,0.5,1,0.5,0,0
2790,vindemio1,2,0,0,0,0,1,0.5,0,0,1,0.5,0,0,0,0
2812,voveo,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0
2813,vulgo2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
1,abdico1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
4,abduco1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
7,aberro,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
8,aberro1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
12,abigo1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
13,abito1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
14,abjuro1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
15,abnuo,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
17,abripio,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
20,absisto,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
21,absisto1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
22,absolvo,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
24,absorbeo1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
28,abstrudo1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
29,abstulo1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
32,absumo,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
35,abundo1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
36,abutor,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
37,abutor1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
40,accelero1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
44,accingo1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
49,accubo,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
51,accurro1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
54,acuo,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
55,ad-lego2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
57,adaequo,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
59,adcognosco,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
60,addico,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
61,addico1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
64,adduco,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
66,adedo,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
68,adhaereo1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
69,adhibeo,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
71,adicio,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
73,adigo,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
74,adigo1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
76,adimo1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
79,adiuto1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
82,adjudico,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
83,adjungo1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
84,adjuro1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
87,admetior,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
97,adnato,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
98,adnecto,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
99,adoleo1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
102,adoperio,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
103,adoperio1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
107,adpeto,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
108,adpeto1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
110,adrado1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
111,adrego1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
112,adscio1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
114,adsentio1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
115,adservo1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
116,adspiro,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
120,aduro1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
121,adveho,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
122,advenio,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
125,adverro1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
131,advolvo1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
133,aemulo1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
137,aestuo,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
139,affecto,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
143,afficio1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
144,affigo1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
146,affirmo1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
150,affluo,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
151,affluo1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
152,affor,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
153,affor1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
154,aggravo,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
157,aggrego,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
158,agino1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
167,ait,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
168,algeo1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
169,alieno1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
170,allabor,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
173,allicio,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
174,alligo,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
176,alloquor,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
177,alludo,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
178,alo,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
181,ambio,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
184,"amicio,",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
191,amolior,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
193,amplecto,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
194,amplector,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
195,amplexor1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
197,amputo,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
198,ango,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
202,annitor1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
203,annuntio,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
206,antecedo,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
207,anteeo1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
210,apoculo,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
211,apoculo1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
214,apparo,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
217,appello2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
218,appeto,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
221,appono,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
223,apprehendo,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
227,apto1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
230,arcesso,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
232,ardeo,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
234,ardesco1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
235,areo,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
241,aro,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
244,aruo1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
246,ascio,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
247,ascisco,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
248,ascisco1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
249,ascitus2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
250,ascribo,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
251,aspecto1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
252,"aspergo,",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
254,aspergo2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
255,aspernor,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
256,aspernor1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
259,assentior,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,assentor,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
261,assentor1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
263,assequor1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
265,assevero,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
267,assigno1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
268,assilio,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
269,assisto1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
272,assuesco1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
274,assurgo1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
275,asto1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
276,astringo,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
281,attero1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
282,attestor,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
283,attigo,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
284,attigo1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
285,attineo1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
288,attollo1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
289,attono,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
291,attribuo,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
300,auguror,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
301,auro,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
302,auro1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
303,auspicor,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
304,aveho1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
305,avello1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
306,aveo2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
308,averto,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
310,avoco,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
311,avoco1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
313,balo,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
315,bello,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
318,caco1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
319,cado,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
323,caelo1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
324,calceo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,calefactus1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
328,calfacio1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
329,calumnio,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,calumnior,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
331,Calumnior,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
332,candido,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
335,canturio1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
336,capero1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
337,capesso1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
340,capto,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
341,capto1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
347,cateno,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
356,ceno,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
361,certor,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
364,cieo,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
369,circumdo,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
371,circumeo,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
375,circumsono1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
380,citharizo1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
382,clamito,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
383,clamo,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
387,clausum,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
388,cludo,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
389,cludo1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
390,coaequo1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
391,coalesco,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
392,coalo1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
393,coarguo1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
395,coemo,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
396,coemo1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
398,coeo1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
401,coepto,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
406,cognomino,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
411,cohaereo1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
412,cohibeo,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
413,cohortor,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
415,coinquino1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
417,collido1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
421,colloquor1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
422,colludo,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
428,commemoro,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
429,commemoro1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
432,comminiscor,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
433,comminuo,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
434,comminuo1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
435,commisceo,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
438,commodo2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
439,commoror,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
440,commoveo,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
445,compareo,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
448,compello,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
454,competo,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
455,compilo1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
457,complector1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
459,complodo1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
462,comprehendo,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
467,compungo,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
468,computo,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
469,computo1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
470,concaco,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
473,concertor,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
475,concido2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
477,concilio,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
478,concinno,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
479,concino1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
485,concoquo1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
486,concordo1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
487,concredo1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
488,concremo1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
490,concupio,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
492,concupisco,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
493,concurro,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
496,concutio,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
502,condono1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
503,conduco,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
505,conecto1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
506,confacio1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
507,confercio,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
514,configo1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
517,confisco,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
520,conflagro,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
523,confligo1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
526,confluo,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
527,confluo1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
530,confremo1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
531,confringo1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
534,confundo1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
537,congruo,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
544,conligo,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
546,conmanduco1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
547,conmemoro1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
548,conmitto1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
550,conmoveo1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
552,"conor,",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
556,conplexus1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
557,conpremo,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
559,conputeo1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
561,conquiro1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
562,conroboro1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
565,consaucio,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
566,conscendo1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
570,consector,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
571,consenesco1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
575,consero1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
578,considero,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
583,consolo,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
584,consolor,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
586,consono1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
587,conspargo,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
589,conspicor,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
590,conspiro1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
591,consterno1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
597,constringo,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
607,contamino1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
608,contego,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
609,contego1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
616,conterreo1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
617,contestor1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
618,conticesco,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
623,contionor,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
625,contraho1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
626,contribuo,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
628,conturbo,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
630,convalesco,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
631,convello1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
636,convinco,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
638,convivo1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
639,convoco,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
642,coorior,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
644,corono1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
649,corrotundo1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
655,cremo,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
656,cremo1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
659,crepito1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
662,criminor1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
663,crucifigo1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
666,cubo1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
667,culo1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
668,cumulo1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
682,dealbo1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
683,deauro1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
684,debattuo,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
688,decedo,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
695,decimo,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
698,declamo1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
699,declaro,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
701,decollo1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
702,decoloro,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
706,decurro1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
708,dedo,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
712,deemo1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
713,defatigo,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
717,defetiscor1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
721,definio,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
722,defleo,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
723,defleo1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
724,defluo,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
726,defraudo,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
728,degenero,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
730,degusto1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
731,dehisco1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
735,delecto,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
736,delecto1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
739,delenio,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
740,deleo,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
742,"delibero,",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
743,delico1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
746,deludo,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
747,demando,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
748,demando1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
749,demereo,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
750,demergo,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
751,demigro1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
752,deminuo,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
754,demitto,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
759,denego1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
762,dependeo1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
763,dependo,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
764,dependo1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
765,deperdo,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
766,deperdo1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
767,deploro,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
768,deploro1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
771,depopulor,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
781,depugno,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
782,derelinquo,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
783,derepo,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
786,descendo,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
789,describo,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
791,desideo,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
796,desilo1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
799,"desisto,",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
808,destituo,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
811,destruo,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
814,desumo,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
816,detergeo,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
817,detergeo1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
818,detero,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
